,Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee
2909,Maximilian Philipp,Left Winger,23,SC Freiburg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2017-2018,15000000.0,20000000
2910,Óliver Torres,Attacking Midfield,22,Atlético Madrid,LaLiga,FC Porto,Liga NOS,2017-2018,14000000.0,20000000
2911,Emerson,Left-Back,23,AS Roma,Serie A,Chelsea,Premier League,2017-2018,14000000.0,20000000
2912,Nikola Maksimovic,Centre-Back,25,Torino,Serie A,SSC Napoli,Serie A,2017-2018,10000000.0,20000000
2913,Dalbert,Left-Back,23,OGC Nice,Ligue 1,Inter,Serie A,2017-2018,5000000.0,20000000
2914,Kevin Wimmer,Centre-Back,24,Spurs,Premier League,Stoke City,Premier League,2017-2018,7000000.0,19400000
2915,Nabil Bentaleb,Defensive Midfield,22,Spurs,Premier League,FC Schalke 04,1.Bundesliga,2017-2018,18000000.0,19000000
2916,Mateo Musacchio,Centre-Back,26,Villarreal CF,LaLiga,AC Milan,Serie A,2017-2018,18000000.0,18000000
2917,Rúben Neves,Defensive Midfield,20,FC Porto,Liga NOS,Wolves,Championship,2017-2018,10000000.0,17900000
2918,Chicharito,Centre-Forward,29,Bay. Leverkusen,1.Bundesliga,West Ham,Premier League,2017-2018,18000000.0,17800000
2919,Panagiotis Retsos,Centre-Back,19,Olympiacos,Super League,Bay. Leverkusen,1.Bundesliga,2017-2018,5000000.0,17500000
2920,Britt Assombalonga,Centre-Forward,24,Nottm Forest,Championship,Middlesbrough,Championship,2017-2018,5000000.0,17100000
2921,Lucas Biglia,Defensive Midfield,31,Lazio,Serie A,AC Milan,Serie A,2017-2018,20000000.0,17000000
2922,Olivier Giroud,Centre-Forward,31,Arsenal,Premier League,Chelsea,Premier League,2017-2018,20000000.0,17000000
2923,Medhi Benatia,Centre-Back,30,Bayern Munich ,1.Bundesliga,Juventus,Serie A,2017-2018,15000000.0,17000000
2924,Matthias Ginter,Centre-Back,23,Bor. Dortmund,1.Bundesliga,Bor. M'gladbach,1.Bundesliga,2017-2018,15000000.0,17000000
2925,John Anthony Brooks,Centre-Back,24,Hertha BSC,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2017-2018,14000000.0,17000000
2926,Jürgen Locadia,Centre-Forward,24,PSV Eindhoven,Eredivisie,Brighton,Premier League,2017-2018,8500000.0,17000000
2927,Mario Lemina,Defensive Midfield,23,Juventus,Serie A,Southampton,Premier League,2017-2018,7500000.0,17000000
2928,Jhon Córdoba,Centre-Forward,24,1.FSV Mainz 05,1.Bundesliga,1. FC Köln,1.Bundesliga,2017-2018,7000000.0,17000000
2929,Ismaïla Sarr,Left Winger,19,FC Metz,Ligue 1,Stade Rennais,Ligue 1,2017-2018,2500000.0,17000000
2930,Ross Barkley,Attacking Midfield,24,Everton,Premier League,Chelsea,Premier League,2017-2018,25000000.0,16900000
2931,Dani Ceballos,Central Midfield,20,Real Betis,LaLiga,Real Madrid,LaLiga,2017-2018,10000000.0,16500000
2932,Wesley Hoedt,Centre-Back,23,Lazio,Serie A,Southampton,Premier League,2017-2018,7500000.0,16400000
2933,Chris Wood,Centre-Forward,25,Leeds,Championship,Burnley,Premier League,2017-2018,6000000.0,16400000
2934,Sam Clucas,Left Midfield,26,Hull City,Championship,Swansea,Premier League,2017-2018,2500000.0,16300000
2935,Simone Zaza,Centre-Forward,26,Juventus,Serie A,Valencia CF,LaLiga,2017-2018,15000000.0,16000000
2936,Yuri Berchiche,Left-Back,27,Real Sociedad,LaLiga,Paris SG,Ligue 1,2017-2018,10000000.0,16000000
2937,Emanuel Mammana,Centre-Back,21,Olympique Lyon,Ligue 1,Zenit S-Pb,Premier Liga,2017-2018,7000000.0,16000000
2938,Badou Ndiaye,Central Midfield,27,Galatasaray,Süper Lig,Stoke City,Premier League,2017-2018,7000000.0,16000000
2939,Jean-Kévin Augustin,Centre-Forward,20,Paris SG,Ligue 1,RB Leipzig,1.Bundesliga,2017-2018,3000000.0,16000000
2940,Oliver Burke,Right Winger,20,RB Leipzig,1.Bundesliga,West Brom,Premier League,2017-2018,7000000.0,15200000
2941,Fernando Llorente,Centre-Forward,32,Swansea,Premier League,Spurs,Premier League,2017-2018,6000000.0,15100000
2942,Ricardo Rodríguez,Left-Back,24,VfL Wolfsburg,1.Bundesliga,AC Milan,Serie A,2017-2018,17000000.0,15000000
2943,José Izquierdo,Left Winger,25,Club Brugge,Jupiler Pro League,Brighton,Premier League,2017-2018,14000000.0,15000000
2944,Konstantinos Mitroglou,Centre-Forward,29,Benfica,Liga NOS,Marseille,Ligue 1,2017-2018,12000000.0,15000000
2945,Terence Kongolo,Centre-Back,23,Feyenoord,Eredivisie,Monaco,Ligue 1,2017-2018,10000000.0,15000000
2946,Giovanni Simeone,Centre-Forward,22,Genoa,Serie A,Fiorentina,Serie A,2017-2018,10000000.0,15000000
2947,Vicente Iborra,Defensive Midfield,29,Sevilla FC,LaLiga,Leicester,Premier League,2017-2018,9000000.0,15000000
2948,Sebastián Driussi,Centre-Forward,21,River Plate,Primera División,Zenit S-Pb,Premier Liga,2017-2018,8000000.0,15000000
2949,Gianluca Caprari,Second Striker,23,Inter,Serie A,Sampdoria,Serie A,2017-2018,6000000.0,15000000
2950,Francis Coquelin,Defensive Midfield,26,Arsenal,Premier League,Valencia CF,LaLiga,2017-2018,12000000.0,14000000
2951,Enes Ünal,Centre-Forward,20,Man City,Premier League,Villarreal CF,LaLiga,2017-2018,10000000.0,14000000
2952,Rúben Semedo,Centre-Back,23,Sporting CP,Liga NOS,Villarreal CF,LaLiga,2017-2018,9000000.0,14000000
2953,Rick Karsdorp,Right-Back,22,Feyenoord,Eredivisie,AS Roma,Serie A,2017-2018,9000000.0,14000000
2954,Thiago Maia,Central Midfield,20,Santos FC,Série A,LOSC Lille,Ligue 1,2017-2018,3000000.0,14000000
2955,Jay Rodríguez,Centre-Forward,27,Southampton,Premier League,West Brom,Premier League,2017-2018,10000000.0,13700000
2956,Harry Maguire,Centre-Back,24,Hull City,Championship,Leicester,Premier League,2017-2018,8000000.0,13700000
2957,Marten de Roon,Central Midfield,26,Middlesbrough,Championship,Atalanta,Serie A,2017-2018,10000000.0,13500000
2958,Cengiz Ünder,Right Winger,20,Basaksehir,Süper Lig,AS Roma,Serie A,2017-2018,5000000.0,13400000
2959,Wilfried Bony,Centre-Forward,28,Man City,Premier League,Swansea,Premier League,2017-2018,18000000.0,13000000
2960,Bruma,Left Winger,22,Galatasaray,Süper Lig,RB Leipzig,1.Bundesliga,2017-2018,11000000.0,13000000
2961,Marko Rog,Central Midfield,21,Dinamo Zagreb,1.HNL,SSC Napoli,Serie A,2017-2018,10000000.0,13000000
2962,Davy Pröpper,Central Midfield,25,PSV Eindhoven,Eredivisie,Brighton,Premier League,2017-2018,10000000.0,13000000
2963,Sandro Wagner,Centre-Forward,30,TSG Hoffenheim,1.Bundesliga,Bayern Munich ,1.Bundesliga,2017-2018,9000000.0,13000000
2964,Steve Mounié,Centre-Forward,22,Montpellier,Ligue 1,Huddersfield,Premier League,2017-2018,5500000.0,13000000
2965,Emre Mor,Left Winger,20,Bor. Dortmund,1.Bundesliga,Celta de Vigo,LaLiga,2017-2018,5000000.0,13000000
2966,Juan Foyth,Centre-Back,19,Estudiantes,Primera División,Spurs,Premier League,2017-2018,6000000.0,13000000
2967,Roque Mesa,Central Midfield,28,UD Las Palmas,LaLiga,Swansea,Premier League,2017-2018,12000000.0,12500000
2968,Bruno Peres,Right-Back,27,Torino,Serie A,AS Roma,Serie A,2017-2018,11000000.0,12500000
2969,Simon Kjær,Centre-Back,28,Fenerbahce,Süper Lig,Sevilla FC,LaLiga,2017-2018,11000000.0,12500000
2970,Yevhen Konoplyanka,Left Winger,27,Sevilla FC,LaLiga,FC Schalke 04,1.Bundesliga,2017-2018,10000000.0,12500000
2971,Sven Bender,Centre-Back,28,Bor. Dortmund,1.Bundesliga,Bay. Leverkusen,1.Bundesliga,2017-2018,7000000.0,12500000
2972,Richarlison,Left Winger,20,Fluminense,Série A,Watford,Premier League,2017-2018,2000000.0,12400000
2973,Alex Pritchard,Attacking Midfield,24,Norwich,Championship,Huddersfield,Premier League,2017-2018,5000000.0,12350000
2974,Ezequiel Barco,Attacking Midfield,18,Independiente,Primera División,Atlanta United,MLS,2017-2018,6500000.0,12280000
2975,Wojciech Szczesny,Goalkeeper,27,Arsenal,Premier League,Juventus,Serie A,2017-2018,17000000.0,12200000
2976,Ömer Toprak,Centre-Back,27,Bay. Leverkusen,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2017-2018,16000000.0,12000000
2977,Mahmoud Dahoud,Central Midfield,21,Bor. M'gladbach,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2017-2018,15000000.0,12000000
2978,Gerard Deulofeu,Right Winger,23,Everton,Premier League,FC Barcelona,LaLiga,2017-2018,12000000.0,12000000
2979,Pablo Fornals,Attacking Midfield,21,Málaga CF,LaLiga,Villarreal CF,LaLiga,2017-2018,10000000.0,12000000
2980,Mattia De Sciglio,Right-Back,24,AC Milan,Serie A,Juventus,Serie A,2017-2018,8500000.0,12000000
2981,Adrián Ramos,Centre-Forward,31,Bor. Dortmund,1.Bundesliga,CQ Dangdai Lif.,Super League,2017-2018,5000000.0,12000000
2982,Denis Zakaria,Defensive Midfield,20,BSC Young Boys,Super League,Bor. M'gladbach,1.Bundesliga,2017-2018,4000000.0,12000000
2983,Pedro Rocha,Left Winger,22,Grêmio,Série A,Spartak Moscow,Premier Liga,2017-2018,1500000.0,12000000
2984,Douglas Luiz,Central Midfield,19,Vasco da Gama,Série A,Man City,Premier League,2017-2018,6000000.0,12000000
2985,Yerry Mina,Centre-Back,23,Palmeiras,Série A,FC Barcelona,LaLiga,2017-2018,9000000.0,11800000
2986,Jordan Rhodes,Centre-Forward,27,Middlesbrough,Championship,Sheff Wed,Championship,2017-2018,10000000.0,11700000
2987,Asmir Begovic,Goalkeeper,30,Chelsea,Premier League,Bournemouth,Premier League,2017-2018,8000000.0,11500000
2988,Lucas Pratto,Centre-Forward,29,São Paulo,Série A,River Plate,Primera División,2017-2018,4500000.0,11500000
2989,Martin Braithwaite,Centre-Forward,26,Toulouse,Ligue 1,Middlesbrough,Championship,2017-2018,7500000.0,11300000
2990,Jacob Murphy,Right Winger,22,Norwich,Championship,Newcastle,Premier League,2017-2018,1000000.0,11300000
2991,Florian Thauvin,Right Winger,24,Newcastle,Premier League,Marseille,Ligue 1,2017-2018,18000000.0,11000000
2992,Gabriel Paulista,Centre-Back,26,Arsenal,Premier League,Valencia CF,LaLiga,2017-2018,13000000.0,11000000
2993,Martin Terrier,Left Winger,20,LOSC Lille,Ligue 1,Olympique Lyon,Ligue 1,2017-2018,12000000.0,11000000
2994,Guilherme Arana,Left-Back,20,Corinthians,Série A,Sevilla FC,LaLiga,2017-2018,10000000.0,11000000
2995,Stevan Jovetic,Centre-Forward,27,Inter,Serie A,Monaco,Ligue 1,2017-2018,10000000.0,11000000
2996,Jonathan Viera,Attacking Midfield,28,UD Las Palmas,LaLiga,BJ Sinobo Guoan,Super League,2017-2018,8000000.0,11000000
2997,Jô,Centre-Forward,30,Corinthians,Série A,Nagoya Grampus,J1 League,2017-2018,4000000.0,11000000
2998,Nikola Vlasic,Attacking Midfield,19,Hajduk Split,1.HNL,Everton,Premier League,2017-2018,4000000.0,10800000
2999,Marc Bartra,Centre-Back,27,Bor. Dortmund,1.Bundesliga,Real Betis,LaLiga,2017-2018,15000000.0,10500000
3000,Rodrigo Bentancur,Central Midfield,20,Boca Juniors,Primera División,Juventus,Serie A,2017-2018,6000000.0,10500000
3001,Luiz Araújo,Right Winger,21,São Paulo,Série A,LOSC Lille,Ligue 1,2017-2018,500000.0,10500000
3002,Jordan Hugill,Centre-Forward,25,Preston NE,Championship,West Ham,Premier League,2017-2018,3000000.0,10200000
3003,Luiz Gustavo,Defensive Midfield,29,VfL Wolfsburg,1.Bundesliga,Marseille,Ligue 1,2017-2018,12000000.0,10000000
3004,Lorenzo Pellegrini,Central Midfield,21,Sassuolo,Serie A,AS Roma,Serie A,2017-2018,12000000.0,10000000
3005,Ignacio Camacho,Defensive Midfield,27,Málaga CF,LaLiga,VfL Wolfsburg,1.Bundesliga,2017-2018,10000000.0,10000000
3006,Marco Benassi,Central Midfield,22,Torino,Serie A,Fiorentina,Serie A,2017-2018,9500000.0,10000000
3007,Diafra Sakho,Centre-Forward,28,West Ham,Premier League,Stade Rennais,Ligue 1,2017-2018,8000000.0,10000000
3008,Bertrand Traoré,Right Winger,21,Chelsea,Premier League,Olympique Lyon,Ligue 1,2017-2018,8000000.0,10000000
3009,Landry Dimata,Centre-Forward,19,KV Oostende,Jupiler Pro League,VfL Wolfsburg,1.Bundesliga,2017-2018,6500000.0,10000000
3010,Florian Lejeune,Centre-Back,26,SD Eibar,LaLiga,Newcastle,Premier League,2017-2018,5000000.0,10000000
3011,Roberto Inglese,Centre-Forward,25,Chievo Verona,Serie A,SSC Napoli,Serie A,2017-2018,4500000.0,10000000
3012,Adam Ounas,Left Winger,20,G. Bordeaux,Ligue 1,SSC Napoli,Serie A,2017-2018,4000000.0,10000000
3013,Loïs Diony,Centre-Forward,24,Dijon,Ligue 1,Saint-Étienne,Ligue 1,2017-2018,3000000.0,10000000
3014,Nicolas Pépé,Right Winger,22,SCO Angers,Ligue 1,LOSC Lille,Ligue 1,2017-2018,3000000.0,10000000
3015,Allan Saint-Maximin,Right Winger,20,Monaco,Ligue 1,OGC Nice,Ligue 1,2017-2018,3000000.0,10000000
3016,Adama Diakhaby,Centre-Forward,21,Stade Rennais,Ligue 1,Monaco,Ligue 1,2017-2018,1500000.0,10000000
3017,Pape Cheikh,Central Midfield,20,Celta de Vigo,LaLiga,Olympique Lyon,Ligue 1,2017-2018,800000.0,10000000
3018,Bruno Fernandes,Attacking Midfield,22,Sampdoria,Serie A,Sporting CP,Liga NOS,2017-2018,7500000.0,9690000
3019,Marcos Acuña,Left Midfield,25,Racing Club,Primera División,Sporting CP,Liga NOS,2017-2018,7000000.0,9590000
3020,Tom Cleverley,Central Midfield,27,Everton,Premier League,Watford,Premier League,2017-2018,8000000.0,9300000
3021,Rui Fonte,Centre-Forward,27,Braga,Liga NOS,Fulham,Championship,2017-2018,3000000.0,9130000
3022,Will Hughes,Central Midfield,22,Derby,Championship,Watford,Premier League,2017-2018,8000000.0,9100000
3023,Tom Ince,Right Winger,25,Derby,Championship,Huddersfield,Premier League,2017-2018,7000000.0,9100000
3024,Aaron Mooy,Central Midfield,26,Man City,Premier League,Huddersfield,Premier League,2017-2018,5000000.0,9100000
3025,Jack Cork,Defensive Midfield,28,Swansea,Premier League,Burnley,Premier League,2017-2018,5000000.0,9100000
3026,Jonathas,Centre-Forward,28,Rubin Kazan,Premier Liga,Hannover 96,1.Bundesliga,2017-2018,7000000.0,9000000
3027,Emiliano Rigoni,Right Winger,24,Independiente,Primera División,Zenit S-Pb,Premier Liga,2017-2018,7000000.0,9000000
3028,Andrew Robertson,Left-Back,23,Hull City,Championship,Liverpool,Premier League,2017-2018,7000000.0,9000000
3029,Gastón Ramírez,Attacking Midfield,26,Middlesbrough,Championship,Sampdoria,Serie A,2017-2018,6000000.0,9000000
3030,Jairo Riedewald,Centre-Back,20,AFC Ajax,Eredivisie,Crystal Palace,Premier League,2017-2018,5000000.0,9000000
3031,Thiago Mendes,Defensive Midfield,25,São Paulo,Série A,LOSC Lille,Ligue 1,2017-2018,3500000.0,9000000
3032,Kévin Malcuit,Right-Back,25,Saint-Étienne,Ligue 1,LOSC Lille,Ligue 1,2017-2018,3000000.0,9000000
3033,Younès Belhanda,Attacking Midfield,27,Dynamo Kyiv,Premier Liga,Galatasaray,Süper Lig,2017-2018,9000000.0,8750000
3034,Guido Pizarro,Defensive Midfield,27,Tigres UANL,Liga MX Clausura,Sevilla FC,LaLiga,2017-2018,4000000.0,8700000
3035,Adnan Januzaj,Right Winger,22,Man Utd,Premier League,Real Sociedad,LaLiga,2017-2018,7000000.0,8500000
3036,Serge Gnabry,Left Winger,21,Werder Bremen,1.Bundesliga,Bayern Munich ,1.Bundesliga,2017-2018,15000000.0,8000000
3037,Valère Germain,Centre-Forward,27,Monaco,Ligue 1,Marseille,Ligue 1,2017-2018,10000000.0,8000000
3038,Juan Jesus,Centre-Back,26,Inter,Serie A,AS Roma,Serie A,2017-2018,7500000.0,8000000
3039,Soualiho Meïté,Defensive Midfield,23,Zulte Waregem,Jupiler Pro League,Monaco,Ligue 1,2017-2018,7000000.0,8000000
3040,Sofiane Hanni,Attacking Midfield,27,RSC Anderlecht,Jupiler Pro League,Spartak Moscow,Premier Liga,2017-2018,7000000.0,8000000
3041,Henry Onyekuru,Left Winger,20,KAS Eupen,Jupiler Pro League,Everton,Premier League,2017-2018,7000000.0,8000000
3042,Hirving Lozano,Left Winger,21,CF Pachuca,Liga MX Clausura,PSV Eindhoven,Eredivisie,2017-2018,6500000.0,8000000
3043,Matías Kranevitter,Defensive Midfield,24,Atlético Madrid,LaLiga,Zenit S-Pb,Premier Liga,2017-2018,6000000.0,8000000
3044,Davie Selke,Centre-Forward,22,RB Leipzig,1.Bundesliga,Hertha BSC,1.Bundesliga,2017-2018,6000000.0,8000000
3045,Nicolas de Préville,Centre-Forward,26,LOSC Lille,Ligue 1,G. Bordeaux,Ligue 1,2017-2018,5500000.0,8000000
3046,Havard Nordtveit,Centre-Back,27,West Ham,Premier League,TSG Hoffenheim,1.Bundesliga,2017-2018,5000000.0,8000000
3047,Mariano Díaz,Centre-Forward,23,Real Madrid,LaLiga,Olympique Lyon,Ligue 1,2017-2018,5000000.0,8000000
3048,Vitor Hugo,Centre-Back,26,Palmeiras,Série A,Fiorentina,Serie A,2017-2018,4500000.0,8000000
3049,Miha Mevlja,Centre-Back,27,Rostov,Premier Liga,Zenit S-Pb,Premier Liga,2017-2018,4000000.0,8000000
3050,Admir Mehmedi,Second Striker,26,Bay. Leverkusen,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2017-2018,3500000.0,8000000
3051,Wanderson,Left Winger,22,RB Salzburg,Bundesliga,Krasnodar,Premier Liga,2017-2018,2750000.0,8000000
3052,Sone Aluko,Second Striker,28,Fulham,Championship,Reading,Championship,2017-2018,2500000.0,8000000
3053,Amine Harit,Attacking Midfield,20,FC Nantes,Ligue 1,FC Schalke 04,1.Bundesliga,2017-2018,2000000.0,8000000
3054,Alessandro Bastoni,Centre-Back,18,Atalanta,Serie A,Inter,Serie A,2017-2018,1500000.0,8000000
3055,Rafik Guitane,Attacking Midfield,18,AC Le Havre,Ligue 2,Stade Rennais,Ligue 1,2017-2018,150000.0,8000000
3056,Jadon Sancho,Left Winger,17,Man City U18,U18 Premier League,Bor. Dortmund,1.Bundesliga,2017-2018,6000000.0,7840000
3057,Alexander Sörloth,Centre-Forward,22,FC Midtjylland,Superligaen Championship round,Crystal Palace,Premier League,2017-2018,2000000.0,7800000
3058,Bruno Martins Indi,Centre-Back,25,FC Porto,Liga NOS,Stoke City,Premier League,2017-2018,11000000.0,7700000
3059,Filippo Romagna,Centre-Back,20,Juventus,Serie A,Cagliari Calcio,Serie A,2017-2018,1000000.0,7600000
3060,Jonathan Cafú,Right Winger,26,Ludogorets,A Grupa - Championship gr.,G. Bordeaux,Ligue 1,2017-2018,10000000.0,7500000
3061,Kieran Gibbs,Left-Back,27,Arsenal,Premier League,West Brom,Premier League,2017-2018,10000000.0,7500000
3062,Maicon,Centre-Back,28,São Paulo,Série A,Galatasaray,Süper Lig,2017-2018,8000000.0,7500000
3063,Wendel,Central Midfield,20,Fluminense,Série A,Sporting CP,Liga NOS,2017-2018,7500000.0,7500000
3064,Christian Atsu,Left Winger,25,Chelsea,Premier League,Newcastle,Premier League,2017-2018,5000000.0,7500000
3065,Badou Ndiaye,Central Midfield,26,Osmanlispor,Süper Lig,Galatasaray,Süper Lig,2017-2018,5000000.0,7500000
3066,Maximilian Wöber,Centre-Back,19,Rapid Vienna,Bundesliga,AFC Ajax,Eredivisie,2017-2018,700000.0,7500000
3067,Ashley Fletcher,Centre-Forward,21,West Ham,Premier League,Middlesbrough,Championship,2017-2018,1000000.0,7300000
3068,Santiago Ascacíbar,Defensive Midfield,20,Estudiantes,Primera División,VfB Stuttgart,1.Bundesliga,2017-2018,7500000.0,7200000
3069,Yuning Zhang,Centre-Forward,20,Vitesse,Eredivisie,West Brom,Premier League,2017-2018,700000.0,7200000
3070,Avilés Hurtado,Left Winger,30,Club Tijuana,Liga MX Clausura,Monterrey,Liga MX Clausura,2017-2018,2500000.0,7130000
3071,Björn Engels,Centre-Back,22,Club Brugge,Jupiler Pro League,Olympiacos,Super League,2017-2018,8000000.0,7100000
3072,Éver Banega,Central Midfield,29,Inter,Serie A,Sevilla FC,LaLiga,2017-2018,16000000.0,7000000
3073,Nolito,Left Winger,30,Man City,Premier League,Sevilla FC,LaLiga,2017-2018,12000000.0,7000000
3074,Ryad Boudebouz,Attacking Midfield,27,Montpellier,Ligue 1,Real Betis,LaLiga,2017-2018,10000000.0,7000000
3075,Giuliano,Attacking Midfield,27,Zenit S-Pb,Premier Liga,Fenerbahce,Süper Lig,2017-2018,9000000.0,7000000
3076,Jordan Veretout,Central Midfield,24,Aston Villa,Championship,Fiorentina,Serie A,2017-2018,9000000.0,7000000
3077,Konrad Laimer,Central Midfield,20,RB Salzburg,Bundesliga,RB Leipzig,1.Bundesliga,2017-2018,8000000.0,7000000
3078,Sébastien Haller,Centre-Forward,23,FC Utrecht,Eredivisie,E. Frankfurt,1.Bundesliga,2017-2018,8000000.0,7000000
3079,Diego Llorente,Centre-Back,23,Real Madrid,LaLiga,Real Sociedad,LaLiga,2017-2018,7500000.0,7000000
3080,Clinton N'Jie,Centre-Forward,23,Spurs,Premier League,Marseille,Ligue 1,2017-2018,7000000.0,7000000
3081,Marcelo,Centre-Back,30,Besiktas,Süper Lig,Olympique Lyon,Ligue 1,2017-2018,6500000.0,7000000
3082,Jorge Meré,Centre-Back,20,Sporting Gijón,LaLiga2,1. FC Köln,1.Bundesliga,2017-2018,6000000.0,7000000
3083,Víctor Camarasa,Central Midfield,23,Levante UD,LaLiga,Real Betis,LaLiga,2017-2018,5000000.0,7000000
3084,Kylian Mbappé,Right Winger,19,Monaco,Ligue 1,Paris SG,Ligue 1,2018-2019,120000000.0,135000000
3085,Cristiano Ronaldo,Centre-Forward,33,Real Madrid,LaLiga,Juventus,Serie A,2018-2019,100000000.0,117000000
3086,Thomas Lemar,Left Winger,22,Monaco,Ligue 1,Atlético Madrid,LaLiga,2018-2019,65000000.0,70000000
3087,Riyad Mahrez,Right Winger,27,Leicester,Premier League,Man City,Premier League,2018-2019,50000000.0,67800000
3088,Alisson,Goalkeeper,25,AS Roma,Serie A,Liverpool,Premier League,2018-2019,60000000.0,62500000
3089,Naby Keïta,Central Midfield,23,RB Leipzig,1.Bundesliga,Liverpool,Premier League,2018-2019,65000000.0,60000000
3090,Fred,Central Midfield,25,Shakhtar D.,Premier Liga,Man Utd,Premier League,2018-2019,32000000.0,59000000
3091,Jorginho,Defensive Midfield,26,SSC Napoli,Serie A,Chelsea,Premier League,2018-2019,50000000.0,57000000
3092,Fabinho,Defensive Midfield,24,Monaco,Ligue 1,Liverpool,Premier League,2018-2019,45000000.0,45000000
3093,Vinícius Júnior,Left Winger,18,Flamengo,Série A,Real Madrid,LaLiga,2018-2019,35000000.0,45000000
3094,Malcom,Right Winger,21,G. Bordeaux,Ligue 1,FC Barcelona,LaLiga,2018-2019,45000000.0,41000000
3095,João Cancelo,Right-Back,24,Valencia CF,LaLiga,Juventus,Serie A,2018-2019,35000000.0,40400000
